property_id,district,latitude,longitude,area_sqft,property_type,location_type,bhk_type,age_of_property,price_per_sqft,total_price,road_access,utilities_available,water_supply,electricity,ownership_type,transaction_type,legal_status,amenities,days_on_market,seller_type,demand_score,location_score,price_trend,roi_percentage,investment_potential,date_listed
PROP023437,Tirunelveli,8.738513,77.718482,86599.69,Industrial Space,Industrial Hub,NA,0,498.88,30496445.82,Yes,Yes,Yes,No,Co-op,Buy,Disputed,Basic,207,NRI,52.47,50.0,Decreasing,-3.63,Low,2026-02-27
PROP023438,Visakhapatnam,17.648879,83.144284,19986.12,Retail Space,Commercial,NA,10,8929.54,195898915.05,No,Yes,Yes,Yes,Leasehold,Sell,Clear,"Signage, Parking",94,Real Estate Agent,55.24,80.0,Increasing,15.52,Low,2026-06-20
PROP023439,Chennai,13.188237,80.226934,12434.64,Retail Space,Commercial,NA,21,10829.48,146777154.82,No,Yes,No,Yes,Freehold,Buy,Clear,"Security, Parking",76,NRI,50.6,100.0,Increasing,9.74,Low,2026-07-08
PROP023440,Gurgaon,28.36374,77.070823,75636.6,Residential Plot,Semi-Urban,2 BHK,17,5892.84,481351195.57,No,Yes,Yes,Yes,Leasehold,Sell,Clear,"Electricity, Water Supply",54,Real Estate Agent,99.2,81.25,Increasing,10.93,Medium,2026-07-30
PROP023441,Vellore,12.999746,79.132438,18490.07,Office Space,Commercial,NA,9,6116.57,113577572.88,No,No,No,Yes,Leasehold,Buy,Clear,"Elevator, Parking",21,Builder,78.12,80.0,Increasing,13.8,High,2026-09-01
PROP023442,Vadodara,22.329189,73.187391,9800.49,Retail Space,Commercial,NA,1,13219.88,123181213.13,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,"Parking, Signage",49,Individual,73.35,80.0,Increasing,17.05,Medium,2026-08-04
PROP023443,Pune,18.633386,73.892392,313797.28,Industrial Plot,Industrial Hub,NA,25,1523.66,347369465.52,Yes,Yes,No,Yes,Co-op,Buy,Disputed,Road Access,13,Builder,43.87,65.0,Increasing,3.99,Low,2026-09-09
PROP023444,Surat,21.274446,72.754591,18555.91,Retail Space,Commercial,NA,0,13966.0,278181390.15,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Parking, Signage",101,NRI,54.5,100.0,Increasing,18.03,Low,2026-06-13
PROP023445,Mysore,12.238632,76.759736,87806.88,Industrial Space,Industrial Hub,NA,17,810.53,50119910.49,No,No,No,Yes,Co-op,Sell,Disputed,Basic,142,NRI,75.77,40.0,Stable,3.88,Low,2026-05-03
PROP023446,Ahmedabad,23.021482,72.481664,56984.19,Industrial Space,Industrial Hub,NA,7,2066.88,114242409.94,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Basic,110,Bank,40.6,50.0,Stable,8.96,Low,2026-06-04
PROP023447,Delhi,28.644871,77.217432,28203.71,Residential Plot,Semi-Urban,1 BHK,4,6663.94,172003265.13,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,Road Access,90,Individual,69.04,81.25,Increasing,14.19,Medium,2026-06-24
PROP023448,Mumbai,19.281418,72.814203,197346.62,Warehouse,Industrial Hub,NA,23,2662.56,479671331.97,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,"Electricity, Water Supply",69,Real Estate Agent,64.85,65.0,Increasing,3.02,Low,2026-07-15
PROP023449,Surat,21.138225,72.833479,96958.96,Warehouse,Industrial Hub,NA,24,645.08,60906522.59,Yes,No,No,Yes,Freehold,Lease,Clear,"Electricity, Water Supply",88,NRI,46.81,50.0,Stable,-6.14,Low,2026-06-26
PROP023450,Hyderabad,17.374927,78.561504,9477.33,Residential Plot,Urban,1 BHK,0,7337.73,64172325.49,Yes,No,Yes,Yes,Leasehold,Buy,Clear,"Electricity, Water Supply",48,Bank,68.92,100.0,Increasing,15.84,Medium,2026-08-05
PROP023451,Ahmedabad,23.067652,72.662135,87149.03,Commercial Plot,Rural,NA,12,2781.96,214149619.45,No,Yes,No,Yes,Co-op,Buy,Mortgaged,"Road Access, Electricity",58,Real Estate Agent,59.57,25.0,Stable,0.3,Low,2026-07-26
PROP023452,Tirunelveli,8.771103,77.684079,924.44,Office Space,Commercial,NA,0,3950.66,3521594.19,Yes,No,No,No,Co-op,Buy,Clear,WiFi,94,NRI,52.53,100.0,Stable,12.68,Low,2026-06-20
PROP023453,Kolkata,22.403791,88.408189,217972.51,Development Land,Urban,NA,3,5651.19,1340317875.26,Yes,Yes,No,Yes,Leasehold,Sell,Clear,Basic,159,Bank,65.35,93.75,Stable,8.3,Medium,2026-04-16
PROP023454,Gurgaon,28.349568,77.076121,32393.28,Mixed-Use Property,Rural,NA,25,2424.28,73408063.81,No,Yes,No,Yes,Co-op,Rent,Clear,Basic,43,NRI,53.17,32.5,Stable,-2.45,Low,2026-08-10
PROP023455,Tirunelveli,8.75712,77.669867,311587.66,Land Bank,Urban,NA,26,642.42,150332098.92,Yes,Yes,Yes,Yes,Freehold,Sell,Disputed,Basic,100,Real Estate Agent,36.2,93.75,Increasing,9.69,Low,2026-06-14
PROP023456,Tirunelveli,8.769662,77.737588,258847.4,Industrial Plot,Industrial Hub,NA,28,355.33,90960013.95,Yes,Yes,No,Yes,Leasehold,Buy,Clear,"Electricity, Road Access",73,Real Estate Agent,54.81,50.0,Increasing,6.44,Low,2026-07-11
PROP023457,Kolkata,22.616208,88.34555,87477.98,Mixed-Use Property,Rural,NA,29,1122.25,90283179.17,Yes,No,Yes,No,Freehold,Rent,Clear,Basic,31,Real Estate Agent,74.69,25.0,Decreasing,-13.46,Low,2026-08-22
PROP023458,Gurgaon,28.46025,77.18736,60033.35,Farm House,Semi-Urban,4 BHK,11,6052.51,342538594.26,No,Yes,Yes,Yes,Leasehold,Buy,Clear,"Water Supply, Garden",21,NRI,40.19,81.25,Increasing,13.4,Low,2026-09-01
PROP023459,Hyderabad,17.43952,78.517793,52492.29,Industrial Plot,Industrial Hub,NA,6,2442.58,103785073.36,Yes,Yes,Yes,Yes,Freehold,Lease,Mortgaged,"Water Supply, Road Access",81,Individual,58.47,65.0,Increasing,15.23,Low,2026-07-03
PROP023460,Mumbai,19.258303,72.985908,28833.15,Vacant Land,Rural,NA,23,2213.41,57802960.78,Yes,Yes,Yes,Yes,Freehold,Lease,Clear,Basic,50,Individual,48.04,32.5,Stable,-2.0,Low,2026-08-03
PROP023461,Tirunelveli,8.743624,77.652839,65803.83,Residential Plot,Urban,4 BHK,0,2349.14,161178309.62,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Electricity,63,Individual,93.58,93.75,Increasing,23.5,High,2026-07-21
PROP023462,Lucknow,26.847185,80.909586,26037.38,Farm House,Semi-Urban,5+ BHK,15,1518.86,44069961.86,No,Yes,No,Yes,Freehold,Rent,Clear,"Security, Parking",58,Real Estate Agent,37.08,50.0,Increasing,11.83,Low,2026-07-26
PROP023463,Bangalore,13.045243,77.606478,11348.45,Retail Space,Commercial,NA,26,11372.39,123012213.03,Yes,No,Yes,Yes,Leasehold,Buy,Clear,Parking,28,Bank,68.04,100.0,Increasing,4.48,Low,2026-08-25
PROP023464,Mysore,12.396375,76.703414,46594.08,Residential House,Rural,5+ BHK,15,1492.16,74198605.7,No,No,No,Yes,Freehold,Buy,Clear,"Swimming Pool, Park, Gym, Security, Water Supply",27,Real Estate Agent,54.13,20.0,Decreasing,-10.81,Low,2026-08-26
PROP023465,Chandigarh,30.771549,76.763609,134314.35,Vacant Land,Semi-Urban,NA,8,3645.8,521955707.11,No,No,Yes,Yes,Co-op,Buy,Clear,Basic,27,Builder,48.47,62.5,Increasing,13.99,Low,2026-08-26
PROP023466,Visakhapatnam,17.744742,83.181029,1856.87,Commercial Space,Commercial,NA,20,4607.24,8789201.0,Yes,No,Yes,Yes,Co-op,Buy,Clear,"Parking, Security",78,Builder,67.06,80.0,Increasing,7.94,Medium,2026-07-06
PROP023467,Pune,18.395729,73.955214,28945.49,Office Space,Commercial,NA,26,9386.46,244205910.67,Yes,No,Yes,Yes,Leasehold,Rent,Mortgaged,"AC, Elevator, Security",88,Bank,81.48,100.0,Stable,-3.84,Low,2026-06-26
PROP023468,Kolkata,22.608701,88.489701,1359.5,Retail Space,Commercial,NA,2,16095.97,20889922.1,Yes,No,Yes,Yes,Freehold,Buy,Clear,"Security, Signage",64,NRI,83.16,100.0,Increasing,17.39,High,2026-07-20
PROP023469,Madurai,9.986893,78.144783,57793.93,Commercial Plot,Urban,NA,19,3331.31,86671024.36,No,Yes,Yes,Yes,Leasehold,Buy,Under Litigation,Parking,106,Builder,81.82,75.0,Increasing,5.76,Medium,2026-06-08
PROP023470,Hyderabad,17.450477,78.405237,30929.4,Industrial Space,Industrial Hub,NA,21,1336.94,42474702.94,No,Yes,Yes,Yes,Leasehold,Lease,Clear,Basic,152,Real Estate Agent,67.5,65.0,Stable,2.86,Low,2026-04-23
PROP023471,Kochi,10.045457,76.298958,27719.52,Mixed-Use Property,Urban,NA,0,13633.05,378246859.25,Yes,Yes,Yes,Yes,Co-op,Sell,Clear,Basic,47,NRI,73.1,93.75,Increasing,16.22,Medium,2026-08-06
PROP023472,Tirupur,11.069299,77.347858,19835.74,Mixed-Use Property,Urban,NA,19,3540.01,63975656.95,Yes,Yes,Yes,Yes,Leasehold,Buy,Mortgaged,Basic,82,Real Estate Agent,70.51,75.0,Stable,2.54,Low,2026-07-02
PROP023473,Aurangabad,19.928442,75.412508,87768.09,Farm House,Semi-Urban,3 BHK,0,2244.65,215852240.57,No,No,Yes,Yes,Freehold,Rent,Clear,"Parking, Security, Garden",27,Builder,27.56,50.0,Stable,4.23,Low,2026-08-26
PROP023474,Delhi,28.760367,77.369097,57230.95,Warehouse,Industrial Hub,NA,25,1517.83,80517220.11,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,Water Supply,112,Individual,41.11,65.0,Stable,0.99,Low,2026-06-02
PROP023475,Visakhapatnam,17.603066,83.111412,20068.63,Agricultural Land,Rural,NA,0,285.02,5581029.83,No,No,Yes,Yes,Freehold,Buy,Clear,Road Access,88,Individual,35.54,20.0,Stable,3.9,Low,2026-06-26
PROP023476,Hyderabad,17.383767,78.548872,107340.32,Vacant Land,Semi-Urban,NA,23,2860.27,308910981.75,Yes,Yes,Yes,Yes,Leasehold,Rent,Clear,Basic,87,Bank,36.4,81.25,Stable,0.04,Low,2026-06-27
PROP023477,Pune,18.397873,74.013575,36453.14,Residential Plot,Rural,4 BHK,0,2506.76,97774999.78,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Water Supply,150,NRI,66.55,32.5,Stable,8.81,Medium,2026-04-25
PROP023478,Bangalore,13.124241,77.598529,42033.62,Residential House,Semi-Urban,2 BHK,14,6849.87,222373072.36,Yes,Yes,Yes,Yes,Leasehold,Rent,Disputed,"Water Supply, Electricity, Gym, Parking, Swimming Pool",48,Bank,68.62,81.25,Stable,5.19,Medium,2026-08-05
PROP023479,Salem,11.406317,78.394566,45765.56,Vacant Land,Urban,NA,11,1852.98,89781034.5,Yes,Yes,Yes,Yes,Co-op,Buy,Clear,Basic,118,Individual,47.39,75.0,Stable,8.14,Low,2026-05-27
PROP023480,Salem,11.628723,78.132441,27566.9,Industrial Space,Industrial Hub,NA,8,528.3,15451522.73,Yes,No,Yes,No,Leasehold,Sell,Clear,Basic,247,Real Estate Agent,52.86,40.0,Decreasing,-5.02,Low,2026-01-18
PROP023481,Aurangabad,19.802111,75.474444,58789.17,Farm House,Semi-Urban,5+ BHK,0,1955.83,61807732.48,No,No,Yes,Yes,Leasehold,Buy,Under Litigation,Garden,42,Individual,25.15,50.0,Stable,9.85,Low,2026-08-11
PROP023482,Tirupur,11.161259,77.206229,82049.75,Development Land,Semi-Urban,NA,0,2924.44,233426172.31,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Basic,80,Real Estate Agent,52.0,50.0,Stable,10.96,Low,2026-07-04
PROP023483,Vellore,12.9496,79.156524,14378.46,Residential House,Rural,1 BHK,8,980.36,13517086.42,Yes,No,Yes,Yes,Freehold,Rent,Clear,"Swimming Pool, Parking",120,Real Estate Agent,69.96,20.0,Stable,0.06,Low,2026-05-25
PROP023484,Kochi,10.088484,76.30305,113869.45,Development Land,Urban,NA,10,5790.72,705278754.99,Yes,Yes,No,Yes,Freehold,Buy,Clear,Basic,99,NRI,82.78,93.75,Increasing,16.11,High,2026-06-15
PROP023485,Salem,11.580342,78.260567,41635.35,Farm House,Semi-Urban,3 BHK,9,1448.08,49360306.72,Yes,Yes,No,No,Leasehold,Buy,Mortgaged,"Security, Water Supply",42,NRI,41.58,50.0,Decreasing,-0.25,Low,2026-08-11
PROP023486,Indore,22.785028,75.868841,17165.5,Retail Space,Commercial,NA,0,11132.73,202688744.95,Yes,No,No,No,Freehold,Buy,Clear,Parking,17,NRI,71.98,80.0,Increasing,19.79,Medium,2026-09-05
PROP023487,Chennai,12.948886,80.107522,22124.63,Industrial Space,Industrial Hub,NA,0,2128.53,43388298.79,Yes,No,Yes,Yes,Freehold,Buy,Clear,Basic,243,NRI,66.39,50.0,Decreasing,1.87,Low,2026-01-22
PROP023488,Salem,11.670502,78.214719,5371.49,Warehouse,Industrial Hub,NA,0,516.81,1271684.04,Yes,Yes,No,Yes,Co-op,Buy,Under Litigation,"Electricity, Security",60,Builder,56.64,40.0,Increasing,16.17,Low,2026-07-24
PROP023489,Tirupur,11.181724,77.275218,12298.16,Office Space,Commercial,NA,7,7345.14,88871163.59,Yes,No,No,Yes,Freehold,Sell,Clear,"WiFi, Elevator",9,Real Estate Agent,66.12,80.0,Increasing,16.54,Medium,2026-09-13
PROP023490,Chandigarh,30.791229,76.769459,56033.91,Commercial Plot,Semi-Urban,NA,6,8921.11,228931525.55,Yes,No,Yes,Yes,Freehold,Lease,Under Litigation,Parking,8,Builder,54.06,62.5,Increasing,9.24,Low,2026-09-14
PROP023491,Pune,18.504919,73.925678,27730.42,Industrial Space,Industrial Hub,NA,0,2708.34,67757494.22,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,Basic,85,Bank,46.28,65.0,Stable,8.65,Low,2026-06-29
PROP023492,Jaipur,26.895654,75.885009,199673.11,Warehouse,Industrial Hub,NA,0,1047.56,224016196.89,No,No,No,Yes,Freehold,Rent,Clear,"Electricity, Security",237,Builder,51.95,50.0,Decreasing,3.79,Low,2026-01-28
PROP023493,Bangalore,13.1311,77.749746,38258.82,Farm House,Semi-Urban,5+ BHK,20,4801.72,176007276.63,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,"Security, Parking, Garden",55,Builder,43.53,81.25,Stable,1.66,Low,2026-07-29
PROP023494,Delhi,28.499716,77.028448,67561.72,Vacant Land,Semi-Urban,NA,8,5424.58,372941105.97,No,Yes,Yes,Yes,Freehold,Sell,Clear,Basic,136,Real Estate Agent,59.82,81.25,Stable,7.86,Low,2026-05-09
PROP023495,Gurgaon,28.414403,77.155636,5078.78,Commercial Space,Commercial,NA,3,20000.0,94989403.3,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,WiFi,43,NRI,77.88,100.0,Increasing,16.8,High,2026-08-10
PROP023496,Hyderabad,17.308082,78.483841,90219.9,Farm House,Urban,5+ BHK,1,5675.82,472374426.45,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,"Parking, Water Supply",45,Builder,40.81,100.0,Increasing,13.2,Low,2026-08-08
PROP023497,Visakhapatnam,17.718616,83.296713,21324.52,Office Space,Commercial,NA,0,9494.51,176890042.6,No,Yes,Yes,No,Co-op,Sell,Mortgaged,AC,58,Individual,89.85,80.0,Increasing,18.5,High,2026-07-26
PROP023498,Delhi,28.428326,77.066229,24356.82,Land Bank,Urban,NA,10,3994.03,96333105.15,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,Basic,61,Builder,41.18,100.0,Stable,8.6,Low,2026-07-23
PROP023499,Bangalore,13.119649,77.712332,17943.95,Office Space,Commercial,NA,0,20000.0,282134887.07,Yes,Yes,No,Yes,Freehold,Buy,Disputed,"AC, Security",85,Real Estate Agent,91.72,100.0,Increasing,21.34,High,2026-06-29
PROP023500,Pune,18.329582,73.857336,3561.82,Residential House,Semi-Urban,4 BHK,24,4696.29,17019408.47,Yes,Yes,No,Yes,Freehold,Rent,Clear,"Electricity, Swimming Pool, Parking, Park",38,Builder,89.02,81.25,Increasing,7.33,Medium,2026-08-15
PROP023501,Vellore,13.079122,79.166542,84308.25,Industrial Space,Industrial Hub,NA,0,675.08,61505925.21,No,No,Yes,Yes,Freehold,Sell,Clear,Basic,60,Real Estate Agent,57.55,40.0,Increasing,18.01,Low,2026-07-24
PROP023502,Vellore,12.937311,79.147957,262951.6,Development Land,Urban,NA,13,2014.01,536087256.72,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Basic,36,Real Estate Agent,72.5,75.0,Increasing,12.38,Medium,2026-08-17
PROP023503,Ahmedabad,23.245718,72.65858,161009.91,Agricultural Land,Rural,NA,0,425.29,65940819.99,No,No,No,Yes,Freehold,Sell,Clear,Road Access,30,Real Estate Agent,28.53,25.0,Decreasing,-4.51,Low,2026-08-23
PROP023504,Aurangabad,19.898363,75.467777,20601.87,Office Space,Commercial,NA,18,5216.26,86769985.27,Yes,No,No,No,Leasehold,Rent,Mortgaged,Parking,100,Individual,61.15,80.0,Increasing,5.28,Medium,2026-06-14
PROP023505,Kochi,9.955442,76.336035,380181.1,Agricultural Land,Rural,NA,9,327.02,116828242.0,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Road Access,40,NRI,27.87,25.0,Decreasing,-0.65,Low,2026-08-13
PROP023506,Mumbai,19.067343,72.96495,10643.21,Office Space,Commercial,NA,24,19322.13,215644259.15,Yes,Yes,No,Yes,Leasehold,Buy,Clear,"Security, AC, Parking",90,Builder,92.22,100.0,Increasing,9.44,Medium,2026-06-24
PROP023507,Indore,22.75217,75.845022,122478.7,Vacant Land,Semi-Urban,NA,0,2778.89,315512934.8,Yes,Yes,No,Yes,Leasehold,Buy,Clear,Basic,70,Bank,38.13,50.0,Stable,6.84,Low,2026-07-14
PROP023508,Chandigarh,30.72392,76.748729,82495.44,Vacant Land,Rural,NA,12,1231.97,110287385.3,No,No,Yes,No,Leasehold,Rent,Clear,Basic,12,Builder,54.66,25.0,Stable,4.31,Low,2026-09-10
PROP023509,Vellore,13.027991,79.165957,171477.67,Industrial Plot,Industrial Hub,NA,18,467.82,87648054.41,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,"Electricity, Water Supply",105,Individual,57.65,40.0,Increasing,8.29,Low,2026-06-09
PROP023510,Chandigarh,30.73708,76.76176,58677.55,Commercial Plot,Urban,NA,0,16018.19,977725796.03,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,Electricity,168,NRI,42.59,93.75,Stable,13.01,Low,2026-04-07
PROP023511,Pune,18.315103,73.91058,186255.34,Development Land,Semi-Urban,NA,2,5784.24,1064966511.88,Yes,No,Yes,Yes,Freehold,Buy,Clear,Basic,6,Individual,60.8,81.25,Increasing,13.35,Medium,2026-09-16
PROP023512,Mangalore,12.82446,74.85978,39456.0,Commercial Space,Commercial,NA,0,11974.29,473917094.19,Yes,No,No,No,Freehold,Sell,Clear,WiFi,99,Individual,81.62,80.0,Increasing,19.0,High,2026-06-15
PROP023513,Surat,21.291467,72.988835,42245.65,Commercial Space,Commercial,NA,0,11933.13,528684015.85,Yes,Yes,No,Yes,Freehold,Lease,Clear,Security,78,NRI,71.4,100.0,Increasing,17.44,Medium,2026-07-06
PROP023514,Tirunelveli,8.744198,77.637548,15166.3,Office Space,Commercial,NA,0,5280.22,43635787.28,No,No,No,No,Co-op,Buy,Under Litigation,AC,52,Real Estate Agent,58.56,100.0,Increasing,15.62,Low,2026-08-01
PROP023515,Madurai,9.940232,78.148653,91150.84,Vacant Land,Urban,NA,0,1916.97,177245758.47,Yes,Yes,No,Yes,Freehold,Buy,Clear,Basic,95,NRI,31.53,75.0,Stable,8.67,Low,2026-06-19
PROP023516,Chennai,13.043737,80.362101,78755.45,Farm House,Urban,4 BHK,8,6926.32,499269231.17,Yes,No,Yes,Yes,Freehold,Sell,Mortgaged,Security,34,Individual,27.46,93.75,Stable,2.76,Low,2026-08-19
PROP023517,Tirunelveli,8.731279,77.670647,100795.32,Vacant Land,Semi-Urban,NA,0,950.01,96006302.73,No,No,No,No,Freehold,Rent,Clear,Basic,20,Individual,50.49,62.5,Increasing,20.29,Low,2026-09-02
PROP023518,Hyderabad,17.495555,78.569711,8213.74,Office Space,Commercial,NA,22,9655.61,76147016.98,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,"Parking, WiFi, Security",74,Real Estate Agent,51.95,100.0,Stable,5.32,Low,2026-07-10
PROP023519,Pune,18.621578,73.766545,91685.17,Mixed-Use Property,Urban,NA,0,12985.7,1145346651.78,Yes,Yes,No,Yes,Freehold,Sell,Clear,Basic,56,Builder,54.42,100.0,Stable,16.35,Low,2026-07-28
PROP023520,Kochi,9.980626,76.200447,10730.27,Retail Space,Commercial,NA,7,16352.91,119711301.63,Yes,Yes,No,Yes,Co-op,Buy,Disputed,Parking,25,Real Estate Agent,48.87,100.0,Increasing,15.25,Low,2026-08-28
PROP023521,Salem,11.447394,78.377619,71727.51,Mixed-Use Property,Urban,NA,20,1888.44,135878187.01,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,Basic,11,Real Estate Agent,45.07,75.0,Stable,2.46,Low,2026-09-11
PROP023522,Pune,18.555182,73.949272,852485.07,Agricultural Land,Rural,NA,1,614.95,551451417.51,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Water Supply,124,NRI,31.71,32.5,Decreasing,1.9,Low,2026-05-21
PROP023523,Surat,21.211631,72.940121,56990.23,Development Land,Urban,NA,3,8222.92,407512729.09,Yes,Yes,Yes,Yes,Co-op,Sell,Mortgaged,Basic,81,Individual,70.3,93.75,Increasing,15.99,Medium,2026-07-03
PROP023524,Salem,11.500095,78.31201,7734.51,Warehouse,Industrial Hub,NA,8,554.75,4537746.02,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,Water Supply,102,Builder,35.79,40.0,Increasing,7.09,Low,2026-06-12
PROP023525,Mangalore,12.80593,74.844933,37653.98,Warehouse,Industrial Hub,NA,0,1427.28,50444917.34,No,Yes,No,Yes,Freehold,Buy,Clear,"Water Supply, Security",249,NRI,51.59,40.0,Decreasing,1.45,Low,2026-01-16
PROP023526,Hyderabad,17.381157,78.430694,38407.33,Residential Plot,Semi-Urban,4 BHK,0,4905.85,203031200.71,Yes,Yes,Yes,Yes,Freehold,Sell,Clear,"Electricity, Water Supply",73,Real Estate Agent,91.9,81.25,Increasing,18.08,High,2026-07-11
PROP023527,Kolkata,22.486875,88.437234,64946.79,Vacant Land,Semi-Urban,NA,27,1695.39,112554187.79,Yes,No,Yes,Yes,Freehold,Buy,Clear,Basic,47,NRI,59.02,62.5,Stable,-5.08,Low,2026-08-06
PROP023528,Visakhapatnam,17.637992,83.157962,81237.8,Mixed-Use Property,Urban,NA,0,6205.1,477785359.53,Yes,Yes,Yes,Yes,Freehold,Buy,Clear,Basic,72,Individual,63.25,75.0,Increasing,13.42,Medium,2026-07-12
PROP023529,Mysore,12.305521,76.788183,23795.35,Office Space,Commercial,NA,6,8099.99,210552460.14,Yes,No,Yes,Yes,Leasehold,Sell,Clear,"Elevator, Parking, Security, WiFi",28,Real Estate Agent,75.02,80.0,Increasing,20.36,High,2026-08-25
PROP023530,Aurangabad,19.858378,75.347718,586757.92,Agricultural Land,Rural,NA,7,190.7,104529228.0,No,Yes,Yes,No,Co-op,Sell,Clear,Water Supply,133,Real Estate Agent,22.07,20.0,Stable,6.51,Low,2026-05-12
PROP023531,Jaipur,26.921955,75.789399,6469.68,Development Land,Rural,NA,0,1918.05,13548556.74,No,No,Yes,Yes,Freehold,Buy,Clear,Basic,186,Builder,78.26,25.0,Decreasing,5.23,Medium,2026-03-20
PROP023532,Chennai,12.960189,80.244086,26528.31,Commercial Space,Commercial,NA,25,7487.71,213195410.24,Yes,No,No,No,Freehold,Rent,Clear,Security,91,Real Estate Agent,77.32,100.0,Increasing,6.8,Medium,2026-06-23
PROP023533,Visakhapatnam,17.633102,83.205273,73563.84,Mixed-Use Property,Urban,NA,0,6039.48,409553954.65,Yes,Yes,Yes,Yes,Leasehold,Lease,Clear,Basic,76,Bank,65.57,75.0,Stable,13.76,Medium,2026-07-08
PROP023534,Surat,21.283972,72.735693,18318.2,Office Space,Commercial,NA,13,8838.25,172300265.12,Yes,No,Yes,Yes,Co-op,Buy,Clear,Parking,87,Individual,58.08,100.0,Increasing,15.27,Low,2026-06-27
PROP023535,Indore,22.763438,75.806889,68620.86,Warehouse,Industrial Hub,NA,0,852.48,58017119.86,No,No,No,Yes,Freehold,Buy,Clear,Electricity,98,Real Estate Agent,45.9,40.0,Increasing,14.06,Low,2026-06-16
PROP023536,Salem,11.612732,78.133224,12618.77,Mixed-Use Property,Semi-Urban,NA,20,1495.98,19445614.04,Yes,Yes,No,Yes,Freehold,Buy,Clear,Basic,106,Builder,46.08,50.0,Stable,-0.35,Low,2026-06-08
PROP023537,Salem,11.698862,78.341971,87768.87,Farm House,Urban,4 BHK,0,2121.23,205363097.09,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,"Parking, Water Supply, Garden",9,Bank,38.3,75.0,Increasing,20.95,Low,2026-09-13
PROP023538,Chennai,13.14985,80.18456,3617.86,Retail Space,Commercial,NA,15,14846.02,57945580.94,Yes,Yes,No,Yes,Leasehold,Buy,Clear,"Security, Parking",85,Bank,88.96,100.0,Increasing,16.32,High,2026-06-29
PROP023539,Mysore,12.371885,76.6592,77033.51,Vacant Land,Rural,NA,3,758.85,53497307.61,No,Yes,No,Yes,Leasehold,Buy,Clear,Basic,146,Builder,37.92,20.0,Stable,6.62,Low,2026-04-29
PROP023540,Visakhapatnam,17.724489,83.170295,84052.56,Warehouse,Industrial Hub,NA,20,749.49,57652883.29,No,Yes,Yes,Yes,Freehold,Sell,Clear,Electricity,192,Real Estate Agent,55.34,40.0,Decreasing,-13.97,Low,2026-03-14
PROP023541,Delhi,28.504901,77.148204,973112.58,Agricultural Land,Rural,NA,12,468.62,442052867.43,Yes,Yes,Yes,Yes,Leasehold,Buy,Clear,Road Access,34,Builder,22.98,32.5,Stable,1.63,Low,2026-08-19
PROP023542,Kolkata,22.414145,88.364687,9512.3,Farm House,Semi-Urban,1 BHK,8,2750.87,20114064.39,Yes,No,No,Yes,Co-op,Buy,Mortgaged,Garden,46,Builder,41.38,62.5,Increasing,17.09,Low,2026-08-07
PROP023543,Gurgaon,28.413415,77.123676,782517.87,Agricultural Land,Rural,NA,25,329.55,272077147.19,Yes,Yes,Yes,Yes,Co-op,Rent,Clear,Water Supply,166,Individual,33.32,32.5,Stable,-0.41,Low,2026-04-09
PROP023544,Madurai,10.06421,78.167031,184295.25,Development Land,Urban,NA,0,3615.46,657113045.78,Yes,Yes,Yes,Yes,Freehold,Rent,Clear,Basic,166,Real Estate Agent,49.7,75.0,Stable,13.6,Low,2026-04-09
PROP023545,Bangalore,12.916134,77.73551,48984.35,Agricultural Land,Rural,NA,28,318.98,13541235.54,Yes,Yes,Yes,Yes,Leasehold,Sell,Mortgaged,Water Supply,90,NRI,33.47,32.5,Stable,-9.69,Low,2026-06-24
PROP023546,Kolkata,22.699793,88.305323,84629.45,Farm House,Urban,1 BHK,20,3522.64,320517798.65,Yes,Yes,Yes,Yes,Leasehold,Rent,Clear,Water Supply,165,Bank,35.72,93.75,Stable,-3.67,Low,2026-04-10
PROP023547,Hyderabad,17.331387,78.496428,27960.6,Commercial Space,Commercial,NA,0,20000.0,534007898.81,Yes,Yes,Yes,Yes,Leasehold,Sell,Clear,"Security, Parking, WiFi",86,Bank,54.0,100.0,Increasing,18.01,Low,2026-06-28
